frame,frame_ms,eye_x,eye_y,eye_z,step_m,yaw_step_deg,visual_error_m,body_x,body_z
53,2.9060,-2.33848,1.36934,-2.33848,0.122879,1.77489,0.00000,-2.33848,-2.33848
54,0.5800,-2.33848,1.36934,-2.33848,0.000000,0.26208,0.00000,-2.33848,-2.33848
55,0.5940,-2.33848,1.36934,-2.33848,0.000000,0.50000,0.00000,-2.33848,-2.33848
56,0.8290,-2.33848,1.36934,-2.33848,0.000000,0.02805,0.00000,-2.33848,-2.33848
57,3.4550,-2.31352,1.24091,-2.31352,0.133193,0.03735,0.00000,-2.31352,-2.31352
58,0.5570,-2.31352,1.24091,-2.31352,0.000000,0.05004,0.00000,-2.31352,-2.31352
59,0.5870,-2.31352,1.24091,-2.31352,0.000000,0.13068,0.00000,-2.31352,-2.31352
60,0.8290,-2.31352,1.24091,-2.31352,0.000000,0.02637,0.00000,-2.31352,-2.31352
61,1.1170,-2.31352,1.24091,-2.31352,0.000000,0.03739,0.00000,-2.31352,-2.31352
62,1.1080,-2.31352,1.24091,-2.31352,0.000000,0.05004,0.00000,-2.31352,-2.31352
63,1.1250,-2.31352,1.24091,-2.31352,0.000000,0.05013,0.00000,-2.31352,-2.31352
64,1.0960,-2.31352,1.24091,-2.31352,0.000000,0.05067,0.00000,-2.31352,-2.31352
65,1.0830,-2.31352,1.24091,-2.31352,0.000000,0.04910,0.00000,-2.31352,-2.31352
66,1.0920,-2.31352,1.24091,-2.31352,0.000000,0.04878,0.00000,-2.31352,-2.31352
67,1.0880,-2.31352,1.24091,-2.31352,0.000000,0.04918,0.00000,-2.31352,-2.31352
68,1.0910,-2.31352,1.24091,-2.31352,0.000000,0.04891,0.00000,-2.31352,-2.31352
69,1.0980,-2.31352,1.24091,-2.31352,0.000000,0.04910,0.00000,-2.31352,-2.31352
70,1.0860,-2.31352,1.24091,-2.31352,0.000000,0.00615,0.00000,-2.31352,-2.31352
71,1.0900,-2.31352,1.24091,-2.31352,0.000000,0.00612,0.00000,-2.31352,-2.31352
72,1.0900,-2.31352,1.24091,-2.31352,0.000000,0.00615,0.00000,-2.31352,-2.31352
73,1.0890,-2.31352,1.24091,-2.31352,0.000000,0.00613,0.00000,-2.31352,-2.31352
74,1.0870,-2.31352,1.24091,-2.31352,0.000000,0.00614,0.00000,-2.31352,-2.31352
75,1.0930,-2.31352,1.24091,-2.31352,0.000000,0.00613,0.00000,-2.31352,-2.31352
76,1.0980,-2.31352,1.24091,-2.31352,0.000000,0.00615,0.00000,-2.31352,-2.31352
77,1.0870,-2.31352,1.24091,-2.31352,0.000000,0.00616,0.00000,-2.31352,-2.31352
78,1.0930,-2.31352,1.24091,-2.31352,0.000000,0.01764,0.00000,-2.31352,-2.31352
79,3.8200,-2.28677,1.10248,-2.28677,0.143508,0.04932,0.00000,-2.28677,-2.28677
80,0.7560,-2.28677,1.10248,-2.28677,0.000000,0.04901,0.00000,-2.28677,-2.28677
81,0.3730,-2.28677,1.10248,-2.28677,0.000000,0.06250,0.00000,-2.28677,-2.28677
82,0.7980,-2.28677,1.10248,-2.28677,0.000000,0.06250,0.00000,-2.28677,-2.28677
83,1.0730,-2.28677,1.10248,-2.28677,0.000000,0.06250,0.00000,-2.28677,-2.28677
